,0_Interquartile range,0_Kurtosis,0_Mean,0_Mean absolute deviation,0_Median,0_Median absolute deviation,0_Root mean square,0_Skewness,0_Standard deviation,0_Variance,Class
179,0.515584492,-1.208787299,0.423671931,0.277040822,0.306334821,0.206983375,0.525964977,0.425975559,0.311674914,0.097141252,0
180,0.542822004,-1.260863551,0.444534968,0.271530529,0.395198674,0.256479432,0.539097123,0.305414384,0.304982573,0.09301437,0
181,0.566713989,-1.338127661,0.458433337,0.280886694,0.446003533,0.277669995,0.555649693,0.171517254,0.313983211,0.098585457,0
182,0.54401083,-1.258263823,0.471457652,0.268513595,0.446003533,0.263223646,0.560945703,0.147923104,0.303953555,0.092387764,0
183,0.523832574,-1.215452815,0.477476197,0.262795977,0.446003533,0.247365631,0.562833412,0.157627342,0.297989817,0.088797931,0
184,0.538436577,-1.265400144,0.467043327,0.269436629,0.431994821,0.246104476,0.556501241,0.220862119,0.302595707,0.091564162,0
185,0.511366065,-1.225098493,0.439654913,0.272922554,0.373266268,0.214797048,0.537062941,0.376924391,0.308447987,0.09514016,0
186,0.52892926,-1.233033611,0.420641748,0.281982126,0.273483968,0.193806512,0.526327655,0.461456247,0.316356318,0.10008132,0
187,0.601993851,-1.262954882,0.394390733,0.294155345,0.273483968,0.221502882,0.513693235,0.487935165,0.329145393,0.108336689,0
188,0.606580926,-1.272809548,0.392162269,0.295938116,0.273483968,0.221502882,0.51316894,0.486116832,0.330985069,0.109551116,0
189,0.619108977,-1.284966516,0.389202643,0.298305816,0.273483968,0.221742883,0.512423425,0.485605446,0.333315269,0.111099069,0
190,0.514341948,-1.074790182,0.38306964,0.279381525,0.226258205,0.174761263,0.496680079,0.61869483,0.316146725,0.099948751,0
191,0.468178098,-0.670425689,0.350396681,0.263310898,0.22515637,0.166156619,0.465257577,0.825818773,0.30608296,0.093686778,0
192,0.48892523,-0.69462881,0.345611511,0.266899776,0.21837323,0.169352035,0.463899343,0.820964827,0.309443506,0.095755284,0
193,0.341716815,-0.104504904,0.320104096,0.242594974,0.212253832,0.150357763,0.435347002,1.060067229,0.295059959,0.087060379,0
194,0.28741542,0.927320003,0.28915957,0.204794427,0.208891612,0.120377904,0.392681192,1.325042504,0.265678869,0.070585261,0
195,0.207938082,1.589175106,0.276996009,0.187875821,0.208891612,0.105088523,0.378605985,1.515376001,0.25810018,0.066615703,0
196,0.213221229,1.621247254,0.272191485,0.18874963,0.204781698,0.106104742,0.375922823,1.514614691,0.259287031,0.067229764,0
197,0.247723823,0.356934603,0.306689814,0.221836724,0.213030543,0.116296812,0.418793676,1.20390226,0.285183276,0.081329501,0
198,0.27508667,0.132015023,0.29413684,0.23101421,0.18714424,0.117063957,0.411254687,1.165986342,0.287426402,0.082613937,0
199,0.236777337,0.633744037,0.266192523,0.221407203,0.152312752,0.117610575,0.387747845,1.352896828,0.28193959,0.079489932,0
200,0.23987315,0.350337991,0.273111457,0.230747763,0.152312752,0.117610575,0.396892536,1.2692713,0.287982322,0.082933818,0
201,0.30684827,0.080215971,0.281624725,0.242549289,0.152312752,0.117610575,0.408520597,1.188023292,0.295933427,0.087576593,0
202,0.437372443,-0.440079556,0.302625828,0.263809555,0.160418998,0.125716821,0.432437725,0.996162662,0.308901269,0.095419994,0
203,0.483252756,-0.747845118,0.330025329,0.285389211,0.168509901,0.147701282,0.463531799,0.840144479,0.325491952,0.105945011,0
204,0.517458881,-0.989568473,0.352005099,0.294914113,0.176826663,0.162200746,0.483945765,0.698964604,0.332108286,0.110295914,0
205,0.517458881,-0.987046353,0.352673315,0.294412951,0.176826663,0.153960513,0.484039804,0.701176685,0.331535917,0.109916064,0
206,0.517458881,-0.980531754,0.354391015,0.293124676,0.176826663,0.147208724,0.484304601,0.706436211,0.3300878,0.108957955,0
207,0.495564768,-0.953687125,0.359463956,0.287068914,0.202283459,0.17266552,0.4856835,0.693175124,0.326610053,0.106674127,0
208,0.559325173,-1.174108755,0.381825389,0.297791486,0.270983241,0.241365302,0.506993314,0.530084926,0.333543989,0.111251593,0
209,0.597839729,-1.269669647,0.405791535,0.302935599,0.320458561,0.258702861,0.529720289,0.433563384,0.340494957,0.115936815,0
210,0.594292373,-1.242277824,0.413990706,0.294441617,0.327038752,0.246728524,0.532131431,0.428637645,0.334328515,0.111775556,0
211,0.622182807,-1.223585426,0.395463104,0.300948854,0.300110809,0.253237215,0.522637257,0.469529111,0.341699628,0.116758636,0
212,0.590670413,-1.191874822,0.392234463,0.299320786,0.300110809,0.259045915,0.519635352,0.501425928,0.340841642,0.116173025,0
213,0.577541114,-1.173905069,0.392098571,0.297593214,0.300110809,0.257230704,0.518798537,0.51257114,0.339721404,0.115410632,0
214,0.579220927,-1.175496732,0.39227063,0.297446963,0.300110809,0.240415263,0.518622448,0.519420194,0.339253587,0.115092996,0
215,0.579220927,-1.191563905,0.394484058,0.298006245,0.300110809,0.242336235,0.51978234,0.517933919,0.338461238,0.114556009,0
216,0.579220927,-1.208619127,0.388916971,0.302738269,0.289768674,0.244247718,0.517951215,0.526978058,0.342077551,0.117017051,0
217,0.582954261,-1.10496525,0.364227516,0.304999823,0.208182812,0.182966228,0.50273408,0.66515019,0.346525427,0.120079872,0
218,0.437720103,-0.769601537,0.328522951,0.284337114,0.159809198,0.142367645,0.467103733,0.866524555,0.332052056,0.110258568,0
219,0.718675733,-1.309140694,0.377722003,0.319961135,0.196321838,0.161212851,0.518091794,0.59945012,0.35460569,0.125745196,0
220,0.58393782,-0.995954631,0.348748417,0.29736606,0.180478972,0.14438292,0.487878532,0.775520518,0.341174447,0.116400004,0
221,0.433345163,-0.595215207,0.323085824,0.27240436,0.171172103,0.137712401,0.458569435,0.946800225,0.325425072,0.105901477,0
222,0.333777459,0.107818625,0.29369666,0.243349145,0.151927311,0.114513913,0.420945705,1.176663492,0.301558549,0.090937558,0
223,0.296865604,0.972907423,0.270777411,0.214549063,0.156951786,0.110990344,0.386051955,1.386390443,0.27516487,0.075715706,0
224,0.270919874,1.79319589,0.254176508,0.194963733,0.156951786,0.104491183,0.361952356,1.560760075,0.257689369,0.066403811,0
225,0.259990983,1.814076393,0.252375107,0.19549514,0.143623895,0.10412944,0.360788512,1.575749296,0.257827764,0.066475156,0
226,0.26480289,1.740449457,0.248758344,0.197136975,0.158249878,0.113555114,0.359944521,1.548202996,0.260152541,0.067679345,0
227,0.124249791,2.184372605,0.329987503,0.149559727,0.31025494,0.058146455,0.403516149,1.430254592,0.232235937,0.05393353,0
228,0.193690062,3.816028545,0.281695377,0.140386246,0.275508383,0.08162382,0.355877322,1.735636859,0.217477316,0.047296383,0
229,0.659765416,-1.667788199,0.435838515,0.334457789,0.37273202,0.312003529,0.558791307,0.135256686,0.349703466,0.122292514,0
230,0.69378895,-1.720162888,0.445137448,0.350092825,0.352630027,0.329043297,0.575230235,0.126337642,0.364338409,0.132742476,0
231,0.719232059,-1.745354451,0.445118336,0.358045855,0.340565637,0.334244495,0.580617186,0.122005051,0.37280824,0.138985984,0
232,0.74198692,-1.735189277,0.445439289,0.354293093,0.372795718,0.349106198,0.579604224,0.110485757,0.370843493,0.137524896,0
233,0.76222616,-1.753608932,0.465195241,0.362245803,0.477444138,0.373867323,0.599892083,0.029388222,0.378766285,0.143463899,0
234,0.746866003,-1.738111467,0.48749448,0.363241854,0.608937406,0.369145909,0.618758083,-0.056780149,0.381065214,0.145210698,0
235,0.75199318,-1.697588269,0.505658492,0.360300624,0.667615933,0.323480467,0.633228018,-0.127067692,0.381165597,0.145287212,0
236,0.766943525,-1.646538089,0.52337851,0.35564611,0.667615933,0.322248041,0.647337181,-0.193712617,0.380946664,0.145120361,0
237,0.766729961,-1.589298521,0.541596045,0.34736184,0.667615933,0.312226776,0.659892905,-0.26528966,0.377004469,0.14213237,0
238,0.767370258,-1.516683058,0.560409649,0.337695458,0.679804661,0.288705765,0.67138613,-0.362213635,0.36973012,0.136700361,0
239,0.782502122,-1.417398124,0.584061629,0.329174059,0.701501441,0.267008985,0.689124277,-0.454495421,0.365737997,0.133764282,0
240,0.739203468,-1.289943202,0.609718744,0.321727922,0.761007642,0.208059657,0.709500124,-0.570495298,0.362813284,0.131633479,0
241,0.666044545,-1.156410754,0.623285465,0.309741541,0.771899928,0.193806433,0.717569856,-0.63955504,0.355558332,0.126421728,0
242,0.658470015,-1.439691027,0.498486135,0.304542895,0.414520751,0.335168006,0.606259747,0.103860473,0.345054277,0.119062454,0
243,0.620677943,-1.502757632,0.529156005,0.319049556,0.444042004,0.370118482,0.634582998,-0.053997409,0.350270615,0.122689503,0
244,0.620677943,-1.512274538,0.528012959,0.320021145,0.414520751,0.365575285,0.633515735,-0.03776022,0.350063568,0.122544502,0
245,0.623349138,-1.507284077,0.532868869,0.318179291,0.443956038,0.372905334,0.636809384,-0.049908445,0.348678879,0.121576961,0
246,0.623349138,-1.475941555,0.540241837,0.311912267,0.471084012,0.358338076,0.640844234,-0.085859622,0.344702901,0.11882009,0
247,0.625728699,-1.480840725,0.560617827,0.312960602,0.50109937,0.376527407,0.656279461,-0.151752138,0.341189659,0.116410383,0
248,0.625728699,-1.492735224,0.57295132,0.315297313,0.514921622,0.371380283,0.66570516,-0.197729941,0.338954488,0.114890145,0
249,0.625728699,-1.503351113,0.565532751,0.311784238,0.471084012,0.342015737,0.657682149,-0.114430203,0.335735783,0.112718516,0
250,0.625728699,-1.527195411,0.56711392,0.30211079,0.471084012,0.330028856,0.654472741,-0.041624807,0.326674715,0.106716369,0
251,0.681348326,-1.642206227,0.526338028,0.318169522,0.384411164,0.230796219,0.627180699,0.171262468,0.341062911,0.116323909,0
252,0.768076446,-1.616937267,0.471191729,0.33765922,0.321741826,0.223641692,0.596017741,0.306612817,0.364986989,0.133215502,0
253,0.724740324,-1.520951252,0.471418326,0.316447053,0.339189252,0.199156536,0.586476261,0.386542673,0.34888274,0.121719167,0
254,0.623178487,-1.272333694,0.531993838,0.271100865,0.440987855,0.20847836,0.617252946,0.132004556,0.313023571,0.097983756,0
255,0.65577687,-1.254178637,0.518190816,0.272442658,0.46845674,0.257016372,0.608850124,0.090570008,0.319650984,0.102176752,0
256,0.655268032,-1.261174227,0.487302676,0.278329475,0.462220905,0.292288409,0.587921981,0.162598936,0.328919987,0.108188358,0
257,0.555122058,-1.251733738,0.457063149,0.282369515,0.458551633,0.317496477,0.565955684,0.258459015,0.333765058,0.111399114,0
258,0.552621167,-1.198005818,0.424980458,0.28826185,0.407441787,0.296126414,0.540552426,0.388035877,0.334048702,0.111588536,0
259,0.526448001,-1.086091716,0.394145449,0.288421697,0.314911509,0.240379169,0.514774616,0.526829796,0.331122742,0.10964227,0
260,0.526448001,-0.98869777,0.381711677,0.281065236,0.277207041,0.211397813,0.499728992,0.574643549,0.322529472,0.104025261,0
261,0.520598791,-0.830516293,0.370475648,0.268143802,0.277207041,0.2026747,0.48432537,0.622924078,0.311959706,0.097318858,0
262,0.47950185,-0.579455827,0.363797033,0.247997152,0.303931305,0.218135634,0.468842657,0.655360393,0.295745086,0.087465156,0
263,0.47784144,-1.068778449,0.428990744,0.259876454,0.462879013,0.267777826,0.522082472,0.20379446,0.297551759,0.088537049,0
264,0.494481838,-1.137020702,0.415042047,0.27056742,0.405328158,0.246117581,0.514759967,0.271804075,0.30449618,0.092717924,0
265,0.561513489,-1.164947439,0.371055134,0.285409624,0.360009987,0.281566685,0.489509854,0.43721446,0.319277286,0.101937985,0
266,0.54101255,-1.100379671,0.353208419,0.288654014,0.237108288,0.211484494,0.478076496,0.536649531,0.322181547,0.103800949,0
267,0.507007955,-1.005147343,0.329058124,0.28915423,0.109969124,0.109232229,0.45932277,0.667668349,0.320465533,0.102698158,0
268,0.510848347,-1.019666485,0.345317015,0.317975896,0.11407588,0.083619645,0.494805971,0.775850382,0.354385536,0.125589108,0
269,0.455352042,-0.844563058,0.335952538,0.306847959,0.11407588,0.083619645,0.484447924,0.859054286,0.349035362,0.121825684,0
270,0.45961632,-0.679644806,0.316960101,0.29585498,0.111458229,0.076196478,0.462870515,0.936279872,0.337320927,0.113785408,0
271,0.437849548,-0.024878158,0.28282572,0.262826739,0.109209408,0.071526222,0.420904763,1.174182699,0.311721721,0.097170432,0
272,0.309905338,0.65795137,0.262667455,0.235341887,0.117152555,0.072869096,0.388552411,1.346144083,0.286319374,0.081978784,0
273,0.309905338,0.608207958,0.263565487,0.23655423,0.117152555,0.072869096,0.389906599,1.334599792,0.287333238,0.08256039,0
274,0.484610717,-0.188736551,0.284313548,0.278705233,0.097553326,0.078831576,0.435866745,1.109973121,0.330371951,0.109145626,0
275,0.473081874,-0.344870153,0.304204437,0.276877229,0.131772449,0.110333281,0.44641569,0.995594691,0.326721027,0.106746629,0
276,0.46162965,-0.36675001,0.3131638,0.272322662,0.142088266,0.136091172,0.450379443,0.971544742,0.323682062,0.104770077,0
277,0.46162965,-0.363301181,0.313581779,0.271967381,0.142088266,0.136091172,0.450401489,0.974153339,0.323307856,0.10452797,0
278,0.455757249,-0.346562886,0.316082104,0.269842104,0.142088266,0.136091172,0.450877278,0.978823366,0.321531373,0.103382424,0
279,0.450690288,-0.339886452,0.317179572,0.268909256,0.146916262,0.138340011,0.451123237,0.979992975,0.320794786,0.102909295,0
280,0.345079171,0.202972796,0.298108053,0.244123087,0.151113685,0.100700149,0.421114927,1.178135681,0.297438011,0.08846937,0
281,0.308097737,1.1544926,0.258995834,0.210388362,0.140484048,0.084616036,0.368388122,1.394951377,0.261975126,0.068630967,0
282,0.25664525,2.521581363,0.227589499,0.187528892,0.117016302,0.071865002,0.334963961,1.725786292,0.245771998,0.060403875,0
283,0.275437656,2.212007099,0.238129341,0.19108341,0.127706825,0.080564601,0.342448039,1.613893082,0.246099728,0.060565076,0
284,0.311967157,0.710593837,0.280540206,0.22865671,0.159255277,0.114470821,0.400502115,1.3098209,0.285830608,0.081699137,0
285,0.310173014,0.713215892,0.282471952,0.227207901,0.182705299,0.138704873,0.401348594,1.301251255,0.285114521,0.08129029,0
286,0.316370365,0.695726811,0.281393003,0.228017113,0.182705299,0.143955509,0.401212099,1.293187417,0.285987982,0.081789126,0
287,0.311064907,0.702180077,0.28250375,0.227184053,0.182705299,0.148013361,0.401630631,1.290200822,0.285479938,0.081498795,0
288,0.311947139,0.690939867,0.28220373,0.227409068,0.193276084,0.145815493,0.40169043,1.284983915,0.285860553,0.081716256,0
289,0.311947139,0.832895438,0.272069077,0.225845635,0.168824606,0.127600719,0.395328348,1.368973032,0.286815133,0.08226292,0
290,0.271440798,1.281545451,0.262845247,0.21487951,0.168824606,0.127600719,0.384544743,1.490109322,0.280690283,0.078787035,0
291,0.318345328,1.219614899,0.267333825,0.215088903,0.193276084,0.128771248,0.387216703,1.457695476,0.280123902,0.078469401,0
292,0.331455459,0.323098106,0.288539388,0.23900332,0.195501909,0.138765945,0.414161265,1.213197067,0.297110375,0.088274575,0
293,0.265300546,0.921544121,0.271517023,0.221169541,0.195501909,0.125534278,0.397346471,1.430682992,0.290108125,0.084162724,0
294,0.254235254,2.145963313,0.250613151,0.187035075,0.186780192,0.119302582,0.359364499,1.639718362,0.257557551,0.066335892,0
295,0.208475435,2.559086848,0.246835423,0.179335708,0.164265637,0.101735063,0.353548139,1.75829313,0.253117681,0.06406856,0
296,0.203186162,2.292212133,0.247174058,0.185106396,0.158381507,0.098699623,0.356131047,1.705745818,0.256387027,0.065734307,0
297,0.240763066,1.966770119,0.259290472,0.190071666,0.186066087,0.109725836,0.364818922,1.596921244,0.256634558,0.065861296,0
298,0.28967623,1.647792256,0.272120826,0.195365283,0.212744519,0.139269771,0.374177154,1.457285704,0.256824451,0.065958798,0
299,0.335114064,0.611464127,0.298770152,0.21491102,0.228476375,0.167848003,0.401817574,1.144976152,0.268688963,0.072193759,0
300,0.365154823,0.276142333,0.318334621,0.219872658,0.239225405,0.179075118,0.416980742,0.986886477,0.269325098,0.072536008,0
301,0.380513235,-0.043933821,0.342687606,0.230353939,0.250100005,0.177129524,0.443287109,0.886330034,0.281191511,0.079068666,0
302,0.391971598,-0.32051863,0.358936121,0.245851438,0.280986688,0.179858967,0.465643937,0.82539612,0.29662963,0.087989137,0
303,0.391971598,-0.256077592,0.354244687,0.244630158,0.269066361,0.181231325,0.461822927,0.875377627,0.296295659,0.087791118,0
304,0.414835143,-0.409198592,0.362289902,0.243745466,0.280986688,0.171799169,0.468742037,0.837691427,0.297430874,0.088465125,0
305,0.410701363,-0.399313917,0.370439275,0.239388932,0.302440039,0.160615366,0.472862833,0.808477772,0.293894544,0.086374003,0
306,0.373429132,-0.262934381,0.361015693,0.23592781,0.273023819,0.147787387,0.464444654,0.904688367,0.292192585,0.085376507,0
307,0.441910681,-0.707817765,0.375933492,0.258518309,0.266693436,0.142115338,0.486820461,0.787020027,0.309302717,0.095668171,0
308,0.573829102,-1.095969124,0.392663509,0.283385722,0.27572502,0.173860655,0.50967273,0.628313831,0.324933316,0.10558166,0
309,0.563001126,-1.079659966,0.397859772,0.2785877,0.2755333,0.170048073,0.511100981,0.627658039,0.320829884,0.102931814,0
310,0.542825608,-1.082405453,0.408402322,0.27448168,0.289933257,0.171400535,0.516603682,0.584075285,0.316365149,0.100086908,0
311,0.555738194,-1.137919729,0.411834204,0.27868756,0.289933257,0.194944976,0.520421969,0.534313919,0.31816916,0.101231614,0
312,0.438009245,-0.842453681,0.385787128,0.262194518,0.2755333,0.191133234,0.493713769,0.6880831,0.308093457,0.094921578,0
313,0.435426503,-0.786524007,0.371075122,0.265052349,0.232253542,0.154710307,0.48418458,0.75969346,0.311027268,0.096737962,0
314,0.426948637,-0.762867216,0.375226506,0.26214638,0.232253542,0.140152442,0.485063634,0.778393057,0.307395183,0.094491798,0
315,0.430731351,-0.768799533,0.368907842,0.26493321,0.224200709,0.148349377,0.481861467,0.789755465,0.30999593,0.096097477,0
316,0.430731351,-0.76925251,0.368372591,0.265307886,0.211571705,0.143619019,0.481304389,0.803289651,0.309766928,0.09595555,0
317,0.444567139,-0.776695688,0.367843489,0.265678257,0.231816284,0.148719393,0.481370574,0.79583543,0.310497661,0.096408798,0
318,0.393455226,-0.662219025,0.360271402,0.26023922,0.231816284,0.134161528,0.474948136,0.86143529,0.309483843,0.095780249,0
319,0.263369366,-0.388629182,0.402381482,0.225343921,0.309128229,0.118735269,0.4896245,0.910396274,0.278964682,0.077821294,0
320,0.236947098,-0.189950261,0.391303162,0.218996421,0.304331312,0.121994683,0.479570261,1.004854757,0.277253441,0.076869471,0
321,0.232738687,0.663024362,0.365540747,0.193344608,0.29168711,0.10959253,0.448857425,1.264205446,0.260485988,0.06785295,0
322,0.224340775,2.080657914,0.340922251,0.164012105,0.289678718,0.097332377,0.412973087,1.53762206,0.233063917,0.054318789,0
323,0.196403379,2.017682776,0.321616339,0.167288252,0.273012872,0.099329334,0.401396102,1.519785107,0.240170275,0.057681761,0
324,0.18545581,1.815666896,0.317148995,0.166822768,0.289678718,0.098473314,0.400683361,1.406408478,0.244874806,0.059963671,0
325,0.187899164,1.762677229,0.328494862,0.166364177,0.299633593,0.098473314,0.407695942,1.38480751,0.241468645,0.058307106,0
326,0.189846153,1.765741484,0.334988851,0.164935329,0.304599601,0.102532544,0.411708374,1.360132208,0.239345473,0.057286255,0
327,0.189846153,1.764343939,0.336091452,0.166423841,0.304599601,0.102532544,0.41408585,1.376141327,0.241887633,0.058509627,0
328,0.267780961,1.702872346,0.29774902,0.1857894,0.2060029,0.08974182,0.383285417,1.425448522,0.241357063,0.058253232,0
329,0.309863276,0.474174948,0.326413764,0.211814566,0.2060029,0.143133799,0.419614928,1.124675718,0.263686826,0.069530742,0
330,0.309863276,0.406944046,0.330131594,0.213245793,0.225338402,0.125447524,0.422569833,1.086390352,0.263777168,0.069578394,0
331,0.326017295,0.295320542,0.334655432,0.215798452,0.2348616,0.143390825,0.42690188,1.051717082,0.265048972,0.070250957,0
332,0.356313405,-0.077440777,0.347968848,0.226555806,0.249923398,0.149623414,0.445168491,0.961233455,0.277655661,0.077092666,0
333,0.352579158,-0.052580241,0.354919153,0.221279907,0.268874818,0.143611692,0.448553195,0.943904538,0.274285186,0.075232363,0
334,0.336028131,-0.008703749,0.363252887,0.215029607,0.293212783,0.146911595,0.452612444,0.925710553,0.270009935,0.072905365,0
335,0.33380833,0.002208945,0.364026375,0.214449491,0.293212783,0.145542998,0.452741737,0.935765846,0.269183726,0.072459878,0
336,0.33380833,0.022489156,0.365348099,0.213458198,0.293212783,0.141345233,0.453005293,0.95084416,0.267833087,0.071734563,0
337,0.33380833,0.021372281,0.369767119,0.210143933,0.320795984,0.16512041,0.455756184,0.921868149,0.266431936,0.070985977,0
338,0.322858521,-0.004948987,0.370428612,0.210577261,0.320795984,0.154035699,0.457234418,0.877276633,0.26804096,0.071845956,0
339,0.283848102,0.082949087,0.387388772,0.201931724,0.335779544,0.126605539,0.466501227,0.871365986,0.259910242,0.067553334,0
340,0.283848102,0.054144805,0.383954259,0.204679335,0.321859854,0.115715958,0.464767178,0.874334,0.261892453,0.068587657,0
341,0.283848102,0.027816633,0.380466519,0.207469526,0.306876294,0.125935244,0.463021037,0.877181239,0.263881998,0.069633709,0
342,0.288096973,0.01948906,0.377952171,0.208032435,0.306876294,0.126829782,0.461566239,0.887137863,0.264944426,0.070195549,0
343,0.281380182,0.026556559,0.377961576,0.207577126,0.307579901,0.126829782,0.461478913,0.888445789,0.264778841,0.070107835,0
344,0.281380182,-0.071298134,0.382877543,0.208312585,0.321859854,0.127795621,0.466115066,0.838872353,0.265834612,0.070668041,0
345,0.360860396,-0.344089319,0.386474107,0.22470346,0.311135645,0.131850605,0.477941938,0.824723039,0.281187235,0.079066261,0
346,0.416974002,-0.814729498,0.415137679,0.254268983,0.322377843,0.179864317,0.513664204,0.650351181,0.302508879,0.091511622,0
347,0.405277815,-0.624307219,0.399863782,0.246748215,0.310319269,0.140754254,0.499060926,0.759036752,0.29861474,0.089170763,0
348,0.283517203,-0.076180777,0.373660183,0.220014072,0.299557231,0.125443192,0.467417811,0.964487274,0.280815736,0.078857478,0
349,0.283517203,-0.08912305,0.375458634,0.222441981,0.299557231,0.125443192,0.470701031,0.971548772,0.283884263,0.080590275,0
350,0.378816864,-0.267640949,0.381682781,0.230843108,0.299557231,0.129992216,0.477394127,0.895997895,0.286746241,0.082223407,0
351,0.342998484,-0.634348739,0.467249814,0.221911854,0.471111426,0.171154853,0.542988028,0.30760857,0.276610936,0.07651361,0
352,0.362693125,-0.521502877,0.436555698,0.225042884,0.456298509,0.171154853,0.516614358,0.389378573,0.276241774,0.076309518,0
353,0.388538611,-0.615542914,0.421744846,0.236299277,0.416328807,0.214624812,0.508007602,0.461125024,0.283201358,0.080203009,0
354,0.388538611,-0.606607577,0.412340064,0.23987615,0.37184752,0.200137402,0.501316538,0.536783716,0.285120928,0.081293944,0
355,0.421087218,-0.823451485,0.437288981,0.250662644,0.456298509,0.246503167,0.528736657,0.408642518,0.297221802,0.0883408,0
356,0.47826662,-1.092967647,0.470124528,0.265705412,0.486608018,0.28533829,0.565763152,0.258457037,0.314755258,0.099070872,0
357,0.566605773,-1.199044734,0.491091283,0.270425463,0.509560015,0.298049831,0.585146827,0.120656488,0.31816059,0.101226161,0
